mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_solver,param_verbose,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
11.313101100921632,0.9116207363245803,0.024932479858398436,0.012552999246134228,tanh,0.1,"(10, 5)",adam,1,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (10, 5), 'solver': 'adam', 'verbose': 1}",0.77,0.79,0.78,0.74,0.755,0.767,0.017776388834631195,14
3.5171998500823975,0.3021289747418855,0.016155481338500977,0.003115491462177915,tanh,0.1,"(5, 2)",lbfgs,1,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (5, 2), 'solver': 'lbfgs', 'verbose': 1}",0.49,0.58,0.535,0.515,0.61,0.546,0.04352011029397788,36
10.02701768875122,0.5623819298121185,0.020543861389160156,0.005766940369560692,tanh,0.1,"(5, 2)",sgd,1,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (5, 2), 'solver': 'sgd', 'verbose': 1}",0.345,0.42,0.345,0.345,0.32,0.355,0.03391164991562634,61
10.234064388275147,0.6458236977509255,0.017554473876953126,0.004989997710516507,tanh,0.1,"(5, 2)",adam,1,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (5, 2), 'solver': 'adam', 'verbose': 1}",0.35,0.545,0.365,0.365,0.335,0.392,0.07730459236035075,56
4.5258135318756105,0.19775576891100524,0.015958166122436522,0.0026757128636050063,tanh,10,"(10, 5)",lbfgs,1,"{'activation': 'tanh', 'alpha': 10, 'hidden_layer_sizes': (10, 5), 'solver': 'lbfgs', 'verbose': 1}",0.815,0.84,0.835,0.87,0.8,0.8320000000000001,0.023790754506740633,1
11.178142595291138,1.0004572770168727,0.020346832275390626,0.0030649209209460972,tanh,10,"(10, 5)",sgd,1,"{'activation': 'tanh', 'alpha': 10, 'hidden_layer_sizes': (10, 5), 'solver': 'sgd', 'verbose': 1}",0.52,0.62,0.68,0.525,0.545,0.5780000000000001,0.06233778950203481,34
11.96435341835022,0.34701688173285666,0.02991771697998047,0.015246673183074674,tanh,10,"(10, 5)",adam,1,"{'activation': 'tanh', 'alpha': 10, 'hidden_layer_sizes': (10, 5), 'solver': 'adam', 'verbose': 1}",0.72,0.77,0.735,0.73,0.75,0.741,0.01743559577416271,21
4.416288375854492,0.12589332630553918,0.025339746475219728,0.011484729008880857,tanh,10,"(5, 2)",lbfgs,1,"{'activation': 'tanh', 'alpha': 10, 'hidden_layer_sizes': (5, 2), 'solver': 'lbfgs', 'verbose': 1}",0.59,0.49,0.525,0.555,0.5,0.532,0.036687872655688285,40
12.675641202926636,1.2287162845905828,0.028324317932128907,0.009001573802860681,tanh,10,"(5, 2)",sgd,1,"{'activation': 'tanh', 'alpha': 10, 'hidden_layer_sizes': (5, 2), 'solver': 'sgd', 'verbose': 1}",0.295,0.325,0.29,0.315,0.24,0.293,0.029427877939124332,67
12.380329799652099,0.7017630617124351,0.01795220375061035,0.0006320360064647587,tanh,10,"(5, 2)",adam,1,"{'activation': 'tanh', 'alpha': 10, 'hidden_layer_sizes': (5, 2), 'solver': 'adam', 'verbose': 1}",0.395,0.39,0.39,0.445,0.41,0.406,0.020832666655999654,54
